Author,Site,Text
Sophia Brooke,https://hackernoon.com/,
Sophia Brooke,https://hackernoon.com/,"Lastly, the information existing in a narrative format in a patient’s EHR can be used to qualify the individual as being representative of a particular group"
Sophia Brooke,https://hackernoon.com/," This could be helpful in identifying the right candidate for clinical trials, the best options for revolutionary treatments or those who are at the most significant risk"
Sophia Brooke,https://hackernoon.com/,
Sophia Brooke,https://hackernoon.com/,"Currently, although these technologies have tremendous potential, they are underused, as Gartner showed in a study from 2016, there were under 5% of health systems benefiting from these advancements"
Sophia Brooke,https://hackernoon.com/, The remaining healthcare providers rely on coded data according to existing healthcare standards
Sophia Brooke,https://hackernoon.com/,
Sophia Brooke,https://hackernoon.com/,"The problem with this approach is that it doesn’t cross reference conditions and treatments, thus having a unidimensional approach"
Sophia Brooke,https://hackernoon.com/," Once text analytics become the norm, we can expect that patients’ EHR will become comprehensive data sources for multi-layer analysis"
Sophia Brooke,https://hackernoon.com/," This will lead to a much broader understanding of patient populations, disease development and possible co-morbidities or treatment interactions"
Sophia Brooke,https://hackernoon.com/,
Sophia Brooke,https://hackernoon.com/,Another significant advantage of using these systems is their scalability and replicability
Sophia Brooke,https://hackernoon.com/," While currently there are only a handful of specialists who have competences in diagnosing some diseases, with such a system backed up by loads of data, identifying a certain medical condition or the high risk of developing it can be done by simply feeding the EHR into a software"
Sophia Brooke,https://hackernoon.com/,
Sophia Brooke,https://hackernoon.com/,We can expect that the text analysis powered by NLP to become a more prominent and widespread tool in the future
Sophia Brooke,https://hackernoon.com/," In a decade, we might have apps which replace the majority of our current trips to the doctor’s office"
Sophia Brooke,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,Introduction
Daniel Schmidt,https://hackernoon.com/,Making the transition from hands-on product management to leading a PM team can be disorienting
Daniel Schmidt,https://hackernoon.com/," On the one hand, if you get overly involved with projects, you’ll stifle the creativity of the team"
Daniel Schmidt,https://hackernoon.com/," And it’s unsustainable to be on top of every detail, especially with products that require heavy domain knowledge"
Daniel Schmidt,https://hackernoon.com/," On the other hand, if you’re too hands-off, you risk allowing product changes that don’t meet your standards or big picture business objectives"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,"More than once I’ve seen product leaders, unable to grasp their role, get arbitrarily involved in design decisions, seemingly out of a need to put their own “stamp” on the product"
Daniel Schmidt,https://hackernoon.com/, Behavior like this demoralizes the team and creates a low value hoop in the product delivery cycle
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,But how far can you step back? The key is minimum viable control (MVC)
Daniel Schmidt,https://hackernoon.com/, The essence of MVC is managing the structure of your team’s process without controlling the substance of launches
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,The Elements of MVC
Daniel Schmidt,https://hackernoon.com/,I
Daniel Schmidt,https://hackernoon.com/, A sound learning process
Daniel Schmidt,https://hackernoon.com/,"As a manager of PMs, as much as possible, I stay away from questioning the ideas and designs that come through the development cycle"
Daniel Schmidt,https://hackernoon.com/," However, I need to feel confident that each change is being sufficiently tested, validated, and evaluated post-launch"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,A sound learning process requires teaching your PMs to have a scientific and paranoid mindset
Daniel Schmidt,https://hackernoon.com/, PMs should relentlessly pick apart and test each assumption underpinning product directions
Daniel Schmidt,https://hackernoon.com/, They should be paranoid in imagining everything that might go wrong with each product change and take necessary measures (e
Daniel Schmidt,https://hackernoon.com/,g
Daniel Schmidt,https://hackernoon.com/,", through A/B testing) to avoid tanking business metrics"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,"I created Double-Loop, in part, so teams can quantify the rigor of their learning process"
Daniel Schmidt,https://hackernoon.com/, With Double-Loop we can measure and continually improve how many of our launches have clear hypotheses and results
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,II: Cross-functional integration
Daniel Schmidt,https://hackernoon.com/,"As I discuss in The Product Management Triangle, near to the essence of product management is synthesizing the activities of the diverse set contributors spanning engineering, design, marketing, sales, and customer support"
Daniel Schmidt,https://hackernoon.com/," As a product leader, you must ensure that your team is incorporating inputs from across the organization in their ideation and prioritization process"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,"Conversely, your PMs should treat internal communication with the same care as external communication"
Daniel Schmidt,https://hackernoon.com/," When sharing a product update or strategy, PMs must tailor their medium and message to the unique psychology of their cross-functional counterparts"
Daniel Schmidt,https://hackernoon.com/," For example, after a launch, your team may need to communicate different information to marketing than they do to customer support"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,"As the product leader, you must create the bidirectional pipes of communication between all the people who touch the product"
Daniel Schmidt,https://hackernoon.com/, Your job is not to oversee what content goes through the pipes
Daniel Schmidt,https://hackernoon.com/," Instead, it’s to make sure that the right pipes exist, unobstructed"
Daniel Schmidt,https://hackernoon.com/,III
Daniel Schmidt,https://hackernoon.com/, Top-down integration
Daniel Schmidt,https://hackernoon.com/,You have better visibility than your PMs into the big picture of the business
Daniel Schmidt,https://hackernoon.com/," You’re more exposed to the workings of the board, dynamics of the executive team, and financial milestones"
Daniel Schmidt,https://hackernoon.com/," In contrast, your PMs should know more than you do about the functional workings of their product area and the nuances of their domains"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,Your job is to ensure that the work of your team reflects the big picture reality without dictating what your PMs build to achieve the goals
Daniel Schmidt,https://hackernoon.com/," Objectives and key results (OKRs), for example, serve as a nice non-prescriptive interface with overarching business direction"
Daniel Schmidt,https://hackernoon.com/, The best formed OKRs provide stable criteria for what success looks like while not constraining tactics
Daniel Schmidt,https://hackernoon.com/," Without something like OKRs in place, your team will feel like they’re floating without a foundation to stand on"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,Top-down integration must go both ways
Daniel Schmidt,https://hackernoon.com/," While your team’s work must reflect objectives from up high, the learning of your team should influence how the executive team thinks"
Daniel Schmidt,https://hackernoon.com/, Your team must abstract and communicate the results of their launches in a format that is clear from way up in the sky
Daniel Schmidt,https://hackernoon.com/," Otherwise, antiquated strategies will keep raining down down"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,Conclusion
Daniel Schmidt,https://hackernoon.com/,"Maintaining a sound learning process, cross-functional integration, and top-down integration is a full time job that requires surprisingly little knowledge of the details of your product"
Daniel Schmidt,https://hackernoon.com/," In a sense, the product leader provides value as an outside observer who can objectively monitor how their team is working without micromanaging what they’re doing"
Daniel Schmidt,https://hackernoon.com/,
Daniel Schmidt,https://hackernoon.com/,"By staying at the level of MVC, you can achieve the best of many worlds"
Daniel Schmidt,https://hackernoon.com/, Your team will be unleashed to solve problems and seize opportunities as they see fit
Daniel Schmidt,https://hackernoon.com/, Embedding your PMs in a rich network of horizontal and vertical information flow will fill their brains with the context to make wise decisions
Daniel Schmidt,https://hackernoon.com/," And the scientific process of testing and experimentation will make their failures safe, both financially and psychologically"
Daniel Schmidt,https://hackernoon.com/,
David Smooke,https://hackernoon.com/,"“Google Cloud Platform and Firebase give Hacker Noon the flexibility to craft a custom publishing platform optimized for technologists,” said Hacker Noon Interim CTO Dane Lyons"
David Smooke,https://hackernoon.com/," “Our serverless infrastructure will generate static content and pipe it into the low latency, low-cost Google Cloud CDN"
David Smooke,https://hackernoon.com/, We’re excited to focus on important product details and worry less about devops and cost optimizations
David Smooke,https://hackernoon.com/,”
David Smooke,https://hackernoon.com/,"As a startup working to free ourselves from platform dependency, it’s humbling to have Google support our own infrastructure"
David Smooke,https://hackernoon.com/," These resources make our future more secure, our monthly burn rate more manageable, and ultimately provide a stronger partner for serving high volumes of traffic in the long-term"
David Smooke,https://hackernoon.com/, We’re very excited about launching the next iteration of Hacker Noon with Google Cloud Platform and Firebase!
David Smooke,https://hackernoon.com/,Deploy A Backend App As An Android Engineer (& Part 2) by Adam Hurwitz
David Smooke,https://hackernoon.com/,Android App Architectures: Example of MVP with Kotlin by Rohit Surwase
David Smooke,https://hackernoon.com/,Can Google’s AI Make Better AI Than the Googlers? by The Next Web
David Smooke,https://hackernoon.com/,Google’s AI Based AutoDraw Turns Your Rough Scribbles Into Beautiful Icons For Free by Vinoth George
David Smooke,https://hackernoon.com/,Chrome Extension Development: Lessons Learned by Sam Jarman
David Smooke,https://hackernoon.com/,Optical Character Recognition With Google Cloud Vision API by Evelyn Chan
David Smooke,https://hackernoon.com/,"Launch a GPU-backed Google Compute Engine instance and setup Tensorflow, Keras and Jupyter by Steve Domin"
David Smooke,https://hackernoon.com/,Google Search Analysis: Rich Search Results and Structured Data by Garrett Vorce
David Smooke,https://hackernoon.com/,The Art of Searching something on the Internet
David Smooke,https://hackernoon.com/, by Vikas Yadav
David Smooke,https://hackernoon.com/,Building Google’s Art and Culture Portrait Matcher by Grant Holtes
David Smooke,https://hackernoon.com/,70% of People Worry About Fake News — And How Google Combats It by Chhavi Shrivastava
David Smooke,https://hackernoon.com/,Getting Started with Firebase ML for iOS by Mohammad Azam
David Smooke,https://hackernoon.com/,Firebase to the Rescue: Dynamic Routing via Hosting + Functions Integration by Peter LoBue
David Smooke,https://hackernoon.com/,How to Build a Product Loved by Millions and Get Acquired by Google: The Firebase Story by Founder Collective
David Smooke,https://hackernoon.com/,Infinite Scrolling In Firebase by Linas M
David Smooke,https://hackernoon.com/,Introduction to Firebase by GeekyAnts
David Smooke,https://hackernoon.com/,Prototyping with Firebase by David Kerr
David Smooke,https://hackernoon.com/,Flutter — 5 reasons why you may love it by Paulina Szklarska
David Smooke,https://hackernoon.com/,I love you Flutter by Shalom Yerushalmy
David Smooke,https://hackernoon.com/,What are the Google Cloud Platform (GCP) Services? by Reto Meier
David Smooke,https://hackernoon.com/,An actionable checklist to being a Google Summer of Code student by Chhavi Shrivastava
David Smooke,https://hackernoon.com/,My (slightly unconventional) path to a Google Internship by Abhimanyu
David Smooke,https://hackernoon.com/,This Student Talked His Way Into The Googleplex Through Courageous Networking by John Greathouse
David Smooke,https://hackernoon.com/,Deep Reinforcement Learning in Robotics using Vision by SAGAR SHARMA
David Smooke,https://hackernoon.com/,Acing Your Product Manager Interview by David E
David Smooke,https://hackernoon.com/, Weekly
David Smooke,https://hackernoon.com/,Interview Questions Deconstructed: The Knight’s Dialer by Alex Golec
David Smooke,https://hackernoon.com/,Google Search — How A Master’s Thesis Became An Idea Worth $70 Billion by Soundarya Balasubramani
David Smooke,https://hackernoon.com/,Revisiting How Serge and Larry Saw Advertising in 1998 by Gennaro Cuofano
David Smooke,https://hackernoon.com/,Build a Google Home App with PubNub Functions by Kaushik Ravikumar
David Smooke,https://hackernoon.com/,"How I set up room-cleaning automation with Google Home, Home-Assistant and Xiaomi vacuum cleaner by Muh Hon Cheng"
David Smooke,https://hackernoon.com/,“This Is Going to Be Huge”: Google Founders Collection Comes to Computer History Museum by Computer History Museum
David Smooke,https://hackernoon.com/,"Google + Machine Learning + Getting Started = Awesomeness, and Good Cucumbers by BeeHyve"
David Smooke,https://hackernoon.com/,Instance Segmentation in Google Colab with Custom Dataset by RomRoc
David Smooke,https://hackernoon.com/,Train Your Machine Learning Models on Google’s GPUs for Free — Forever by Nick Bourdakos
David Smooke,https://hackernoon.com/,Implement Google Maps in ReactJs by Mohammed Chisti
David Smooke,https://hackernoon.com/,Let’s make Reusable Web Components: Google Maps by Just Chris
David Smooke,https://hackernoon.com/,Contributing to Golang using Google’s Pixelbook by Daniela Petruzalek
David Smooke,https://hackernoon.com/,Getting Started with Go Development in the new Google Pixelbook by Daniela Petruzalek
David Smooke,https://hackernoon.com/,Google Cirq and the New World of Quantum Programming by Jesus Rodriguez
David Smooke,https://hackernoon.com/,Building an automated dashboard with Google Sheets (with example) by Nick Boyce
David Smooke,https://hackernoon.com/,Google Sheets As Your Database by Just Chris
David Smooke,https://hackernoon.com/,Web Scraping With Google Sheets by SeattleDataGuy
David Smooke,https://hackernoon.com/,A Recommendation Engine Framework in TensorFlow by James Kirk
David Smooke,https://hackernoon.com/,Building a Facial Recognition Pipeline with Deep Learning in Tensorflow by Cole Murray
David Smooke,https://hackernoon.com/,Creating insanely fast image classifiers with MobileNet in TensorFlow by Matt Harvey
David Smooke,https://hackernoon.com/,9 Things You Should Know About TensorFlow by Cassie Kozyrkov
David Smooke,https://hackernoon.com/,Query a custom AutoML model with Cloud Functions and Firebase by Sara Robinson
David Smooke,https://hackernoon.com/,Meeting The YouTube CEO by Felix Josemon
David Smooke,https://hackernoon.com/,Thanks Google! For giving startups a chance** at independence and prosperity
David Smooke,https://hackernoon.com/,
David Smooke,https://hackernoon.com/,Onwards!
David Smooke,https://hackernoon.com/,David Smooke
David Smooke,https://hackernoon.com/,"*We decided to leave some of our more critical articles of Google, like How Google Will Collapse, off this particular list"
David Smooke,https://hackernoon.com/," But rest assured, this grant won’t impact our editorial line"
David Smooke,https://hackernoon.com/," Whatever tech or company you are in favor or not in favor of, there is always a place for well written stories by tech professionals on Hacker Noon"
David Smooke,https://hackernoon.com/, Contribute today
David Smooke,https://hackernoon.com/,
David Smooke,https://hackernoon.com/,"**If you are a rapidly growing startup thinking about building on Google Cloud Platform, you can apply for credits yourself! Apply here"
David Smooke,https://hackernoon.com/,
David Smooke,https://hackernoon.com/,"In honor of Google’s support, we’ve dug into the Hacker Noon library, and would like to share 50 stories about Google*:"
Vince Tabora,https://hackernoon.com/,The advances in wireless communications has led to an exponential growth in mobile devices i
Vince Tabora,https://hackernoon.com/,e
Vince Tabora,https://hackernoon.com/, smartphones
Vince Tabora,https://hackernoon.com/," The deployment of 4G and LTE (Long Term Evolution) networks has delivered us more rich content, from video streaming to live gaming"
Vince Tabora,https://hackernoon.com/," It is taking its toll on bandwidth, which now needs to be addressed as demand grows"
Vince Tabora,https://hackernoon.com/," This time around a new class of applications that are bandwidth intensive like VR (Virtual Reality), AR (Augmented Reality) and OTT will require it"
Vince Tabora,https://hackernoon.com/, The telecom industry have specified a new standard called 5G to meet the growth of network demands
Vince Tabora,https://hackernoon.com/," High speed data communications made possible by more bandwidth sounds like an excellent business proposition for wireless carriers to expand their networks, appease users and gain more subscribers while generating more revenues"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"This is also a new opportunity for developers to deploy applications that take advantage of fast, high-speed lower latency networks"
Vince Tabora,https://hackernoon.com/," Emerging technologies like self-driving cars, serverless applications, autonomous vehicles, live online gaming, IoT devices, time sensitive telemedicine and even blockchain projects have a potential to benefit from this"
Vince Tabora,https://hackernoon.com/, It may even replace home cable networks as a residential broadband service
Vince Tabora,https://hackernoon.com/, The previous exponential growth in mobile and other computing devices can also be handled since 5G aims to provide more bandwidth
Vince Tabora,https://hackernoon.com/, Just 20 years ago we didn’t have billions of mobile users
Vince Tabora,https://hackernoon.com/," Now and beyond, the projections are seeing growth that have surpassed the billion mark"
Vince Tabora,https://hackernoon.com/, By 2020 there will be a projected 4
Vince Tabora,https://hackernoon.com/,68 billion mobile users in the world
Vince Tabora,https://hackernoon.com/," The growth is not that exponential as it begins to flatten out, but you have a large base of users from the previous years"
Vince Tabora,https://hackernoon.com/, The data just shows us how large the mobile market is and its potential for 5G use
Vince Tabora,https://hackernoon.com/, It is not indicative of who will use 5G which I shall explain later on
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,5G rollout is not without controversy though
Vince Tabora,https://hackernoon.com/," There are always two sides to a story, and when it comes to 5G there are proponents who want to get the show on the road but there are also opponents who argue about the risk to public health and security that 5G networks may bring"
Vince Tabora,https://hackernoon.com/, Who is right and who is wrong? At this point there are more questions than answers
Vince Tabora,https://hackernoon.com/, Let me begin by explaining what 5G is and then discuss the pros and cons
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,The wireless communications industry is introducing 5G as the successor to current 4G LTE networks
Vince Tabora,https://hackernoon.com/, 4G used LTE and WiMax to deliver a peak speed of 100 Mbps to wireless devices
Vince Tabora,https://hackernoon.com/," 5G has a peak data rate of 20 Gbps, using eMBB (Enhanced Mobile Broadband)"
Vince Tabora,https://hackernoon.com/, That increases the bit rate which increases speed and that can also lower delays in content delivery to mobile devices
Vince Tabora,https://hackernoon.com/, Users on facetime will have little to no lag and downloading large files will be effortless
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,With faster 5G connectivity access to content will increase tremendously and speeds will increase significantly
Vince Tabora,https://hackernoon.com/, Watching 4K UHD content on mobile devices will stream effortlessly
Vince Tabora,https://hackernoon.com/, A doctor can have a smooth video conference with a patient with more clarity and audio fidelity
Vince Tabora,https://hackernoon.com/," Gamers can now play more immersive video games in VR while chatting, streaming and downloading at the same time"
Vince Tabora,https://hackernoon.com/, More cloud based collaboration among peers
Vince Tabora,https://hackernoon.com/, 5G may also facilitate the rise of smart cities and self-driving cars
Vince Tabora,https://hackernoon.com/, These are just some of the many benefits that 5G can provide once it is rolling
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"5G uses what are called “millimeter waves”, or short wavelength radio signals"
Vince Tabora,https://hackernoon.com/, This requires a new swath of bandwidth that is allocated on the frequency spectrum between 30–300 GHz
Vince Tabora,https://hackernoon.com/, This increases the bandwidth available to cram more data and accommodate more users
Vince Tabora,https://hackernoon.com/," This will require shorter wavelengths than previous networks, which means they cannot travel longer distances"
Vince Tabora,https://hackernoon.com/, These signals also cannot easily penetrate through walls and are easily absorbed by moisture and foliage
Vince Tabora,https://hackernoon.com/, So why would engineers build a system that cannot travel far and has major drawbacks? That leads to the second feature of 5G (next item)
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"To make sure that signals are able to travel farther without fading, “small cell” towers using a dense deployment will be installed within an area to handle the signaling"
Vince Tabora,https://hackernoon.com/, They will be much smaller than your typical cellular tower
Vince Tabora,https://hackernoon.com/," These small cell towers will be placed within a distance of no less than 200 feet and no more than 1,000 feet apart, so they are pretty close to each other"
Vince Tabora,https://hackernoon.com/, The advantage to being smaller is that there is more versatility to where they can be installed
Vince Tabora,https://hackernoon.com/," They can be put on the side of buildings, utility poles, apartment rooftops just to give a few examples"
Vince Tabora,https://hackernoon.com/, The small cells then transmit and receive data on the 5G network covering a certain area
Vince Tabora,https://hackernoon.com/," So the idea of 5G is replacing high power, low frequency towers with low power, high frequency small cells that communicate with a base station"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"To handle data traffic signaling, “beamforming” will be used"
Vince Tabora,https://hackernoon.com/, It determines the most efficient data delivery route in a 5G network
Vince Tabora,https://hackernoon.com/, Beamforming actually sends the data from the small cell directly to the user
Vince Tabora,https://hackernoon.com/," Since the signal is more concentrated, it reduces interference as well"
Vince Tabora,https://hackernoon.com/," Like its predecessor 4G, a 5G network makes use of packet switching over an IP network for data delivery"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,MIMO or “Multiple-Input Multiple-Output” allows more signals to be sent and received at any given moment
Vince Tabora,https://hackernoon.com/, This is implemented by installing more antennas as an array in a small cell
Vince Tabora,https://hackernoon.com/, The problem of having so many antennas installed is addressed by beamforming
Vince Tabora,https://hackernoon.com/," With MIMO, a base station can send and receive more signals to boost the capacity of a 5G network by a factor of 22, first reported by engineers at the University of Bristol and Sweden’s Lund University"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,FACT: Wireless providers don’t actually use full-duplex transceivers
Vince Tabora,https://hackernoon.com/," In a 5G network, the use of full-duplex will allow data to be transmitted and received on base station transceivers at the same time using the same frequency"
Vince Tabora,https://hackernoon.com/, Past systems that supported full-duplex communications had to separate frequency channels to allow 2 users to communicate at the same time without having to take turns transmitting and receiving
Vince Tabora,https://hackernoon.com/, Now it is possible using just one frequency channel through a circuit design which utilize high speed switching in the silicon
Vince Tabora,https://hackernoon.com/, This allows antennas to transmit and receive while the incoming and outgoing signals are routed
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,It looks pretty straightforward on paper
Vince Tabora,https://hackernoon.com/, 5G is just another iteration of a wireless communication system that aims to deliver faster data speeds and handle more users
Vince Tabora,https://hackernoon.com/, There are 2 main issues that critics are concerned about: public health and network security
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"Activists, researchers and health professionals alike have concern for the high frequency millimeter radio signals that 5G uses"
Vince Tabora,https://hackernoon.com/," Since many small cells will be installed in close proximity to people, there must be a concerted effort to further research and evaluate the effects it could have"
Vince Tabora,https://hackernoon.com/, There are physicians who warn that the amount of radiation 5G small cells emit can have irreversible effects on people who live or are exposed to these radio waves on a daily basis
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,These reports are alarming and can be a cause for fear
Vince Tabora,https://hackernoon.com/, I don’t dismiss them at all because before any public rollout of a project there should always be an environmental impact assessment that includes public health and safety
Vince Tabora,https://hackernoon.com/," While most critics point out the possible harm 5G can cause, there have been no significant studies that positively without a doubt prove that wireless networks have increased cancer or other illnesses"
Vince Tabora,https://hackernoon.com/, Epidemiological studies don’t have any conclusive evidence that correlates wireless and mobile use to higher incidents of diseases like cancer
Vince Tabora,https://hackernoon.com/, We shouldn’t ignore the reports though because this is an opportunity for regulators to take a further look into 5G operation and whether it is safe to deploy
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"The high frequency in question is the range 5G uses, which can go as high as 300 GHz"
Vince Tabora,https://hackernoon.com/, In the electromagnetic spectrum the range of harmful radio waves are in the gamma ray and x-ray range
Vince Tabora,https://hackernoon.com/, The range 5G uses is in the microwave range of the spectrum
Vince Tabora,https://hackernoon.com/, Some activists wrongly believe that 5G signals are like that used in microwave ovens
Vince Tabora,https://hackernoon.com/," While that is true, that 5G signals are in the microwave range of the electromagnetic spectrum, there is a difference between a small cell and an oven"
Vince Tabora,https://hackernoon.com/, Microwave ovens use high energy to cook food from the inside out
Vince Tabora,https://hackernoon.com/, Small cells use low energy to transmit and receive radio signals
Vince Tabora,https://hackernoon.com/, They have different applications of radio waves
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"If you live in a sunny region like Southern California, you are already being exposed to more radiation than microwave signals from 5G"
Vince Tabora,https://hackernoon.com/, This is because visible light has a higher frequency than 5G signals and people are more exposed to sunlight
Vince Tabora,https://hackernoon.com/, People can also get diseases from too much exposure from a component in sunlight that comes from ultraviolet rays
Vince Tabora,https://hackernoon.com/, The range of high frequency radiation above visible light that poses dangers to health are gamma rays and x-rays aka “ionizing radiation”
Vince Tabora,https://hackernoon.com/, Prolonged exposure causes cellular damage and also affects DNA so they are very harmful
Vince Tabora,https://hackernoon.com/, That is why during an x-ray a patient is given special preparation and only a quick exposure to them
Vince Tabora,https://hackernoon.com/," This is because x-rays can penetrate through skin and bone, thus we can develop them as an image on film making them highly valuable diagnostic imaging systems for healthcare"
Vince Tabora,https://hackernoon.com/, 5G signals do not penetrate human skin and bone
Vince Tabora,https://hackernoon.com/," Most of the radiation in this range of frequencies is in the form of heat, which does not disrupt or destroy human tissue during transmission of radio waves"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,More serious academics don’t argue that people are already exposed to higher frequency visible light and even infrared which is used in TV remote controls
Vince Tabora,https://hackernoon.com/," However the issue is that when you deploy a system of 5G small cells, they are continuously transmitting wireless signals that bombard its surroundings, including people"
Vince Tabora,https://hackernoon.com/," Though 5G uses beamforming to concentrate signal transmission rather than broadcasts, critics will still want more evaluation and testing to verify the safety of 5G"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"Many research reports, in general, do not find any overall harmful effects on human health from radio waves"
Vince Tabora,https://hackernoon.com/, The FCC (Federal Communications Commission) actually has strict regulations on radio waves based on the SAR (Specific Absorption Rate)
Vince Tabora,https://hackernoon.com/, The SAR is the amount of energy allowed to be absorbed by a certain part of the body that is deemed the limit for public safety
Vince Tabora,https://hackernoon.com/, The FCC rule is that SAR level must be at or below 1
Vince Tabora,https://hackernoon.com/,6 W per kilogram (W/kg) taken over the volume containing a mass of 1 gram of tissue absorbing the most signal
Vince Tabora,https://hackernoon.com/," For 5G developers and telecom carriers, compliance to these standards are a must for business operations so as not to endanger the public"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,The WHO (World Health Organization) states that:
Vince Tabora,https://hackernoon.com/,(Source: WHO About Electromagnetic Fields — Summary of Health Effects Key Point 6)
Vince Tabora,https://hackernoon.com/,"In another WHO study, we must still be cautious and proceed with research on the effects of radio waves"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,(Source: WHO Backgrounder On Base Stations And Wireless Technologies)
Vince Tabora,https://hackernoon.com/,One report on the concerns regarding 5G can be read from an article published by Dr
Vince Tabora,https://hackernoon.com/, Cindy Russell (Santa Clara Medical Association)
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,There is no perfect system that is 100% secure from cybersecurity attacks
Vince Tabora,https://hackernoon.com/," All it takes is putting a server out on a public network and it is exposed to all users, good and bad"
Vince Tabora,https://hackernoon.com/," Since 5G aims to provide a backbone that brings more speed for IoT devices in homes and businesses, it also increases the threat vectors for hackers"
Vince Tabora,https://hackernoon.com/, This is to be taken seriously since more devices will have capabilities to connect to high speed networks
Vince Tabora,https://hackernoon.com/, That is also an opportunity for hackers to target more devices
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,An issue with new IoT devices connected to public networks is the configuration
Vince Tabora,https://hackernoon.com/, Some owners may just put their device online without configuring it properly
Vince Tabora,https://hackernoon.com/, There have already been studies about the dangers of IoT due to vulnerabilities that users may not be aware of
Vince Tabora,https://hackernoon.com/," To address these concerns, cybersecurity experts always advise users to apply updates to their IoT devices and to make sure that they don’t use simple easy to guess passwords"
Vince Tabora,https://hackernoon.com/," Despite these warnings, people still do careless things"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,Faster networks can also mean faster ways for viruses and malware to spread
Vince Tabora,https://hackernoon.com/," If more users are on the network, then you also have the potential for more infected devices and systems than ever before"
Vince Tabora,https://hackernoon.com/, This is of course a worst case scenario
Vince Tabora,https://hackernoon.com/, 5G is just the underlying layer for applications and services
Vince Tabora,https://hackernoon.com/," Would building a security protocol on the network like 5G be the ultimate solution? It always remains to be seen, but as of now 5G has not yet been operating on a wide scale for cybersecurity experts to identify the vulnerabilities"
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,"To counter the threats that faster 5G may bring, cybersecurity vendors are offering a new class of threat management and network security devices"
Vince Tabora,https://hackernoon.com/," There are now security products even for smartphones, since these devices will have the most connections to 5G networks"
Vince Tabora,https://hackernoon.com/, An AV (antivirus) installed on mobile devices like the same way they are installed on desktop computers provides a layer of defense for users by monitoring the device for any malicious activity
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,There are reports that 5G has some network security issues according to Network World
Vince Tabora,https://hackernoon.com/, In an excerpt from the article:
Vince Tabora,https://hackernoon.com/,5G network operators will also have to keep a close watch for bad actors who can issue attacks on their systems
Vince Tabora,https://hackernoon.com/," The small cell towers can even be targeted, so they must be installed in such a way that they are not easily compromised"
Vince Tabora,https://hackernoon.com/, The small cells will likely have sensors and cameras to make sure that they are not being tampered with
Vince Tabora,https://hackernoon.com/,
Vince Tabora,https://hackernoon.com/,In the US 5G deployment has been encouraged by the FCC under Chairman Ajit Pai
Vince Tabora,https://hackernoon.com/, The FCC is paving the way for a smoother road to 5G deployment by providing the spectrum for coverage
Vince Tabora,https://hackernoon.com/, Ajit Pai calls it the “FAST Plan” or “Facilitate American Superiority in 5G Technology
